"state","city","neighbourhood","lat","lng"
"Antioquia","Medellín","DIVIZA",6.26081685,-75.58110115
"Atlántico","Barranquilla","DOMINGO",10.968439,-74.8140509
"Antioquia","Medellín","DOMINGO",6.2950249,-75.54177745
"Santander","Bucaramanga","DON BOSCO",7.1142382,-73.1305606
"Atlántico","Soledad","DON BOSO",10.8896448,-74.81385225
"Santander","Bucaramanga","DON JUAN",7.08880685,-73.12623355
"Norte de Santander","Cúcuta","DOÑA CECI",7.8997294,-72.5271378
"Norte de Santander","Villa del Rosario","DOÑA CECI",7.8694453,-72.4782995
"Norte de Santander","Cúcuta","DOÑA NIDIA",7.8900825,-72.530835
"La Guajira","Maicao","DONI VERGARA",11.36644,-72.2475116
"La Guajira","Maicao","DONIS VERGARA",11.36644,-72.2475116
"La Guajira","Maicao","DONY VERGARA",11.36644,-72.2475116
"Cundinamarca","Bogotá D.C.","DORADO",4.652193,-74.1029499
"Cundinamarca","Bogotá D.C.","DUCALES",4.5707511,-74.23348285
"Cundinamarca","Soacha","DUCALES",4.57141935,-74.23249925
"La Guajira","Riohacha","EBANAL",11.28922,-73.11003
"Santander","Bucaramanga","ECHEVERRY",7.0778791,-73.0848577
"La Guajira","Riohacha","EDUARDO CUELLAR",11.5359048,-72.90592995
"Cundinamarca","Bogotá D.C.","EDUARDO SAN PEDRO",4.65126885,-74.09380875
"Cundinamarca","Bogotá D.C.","EDUARDO SANTO",4.5953929,-74.0909046
"Cundinamarca","Bogotá D.C.","EDUARDO SANTOS",4.5951493,-74.09317595
"Valle del Cauca","Cali","EDUARDO SANTOS",3.4281859,-76.5118137
"Antioquia","Medellín","EDUARDO SANTOS",6.2694745,-75.6280827
"La Guajira","Riohacha","EDUARDO",11.5359048,-72.90592995
"Cundinamarca","Bogotá D.C.","EGIPTO",4.5935039,-74.0689163
"La Guajira","Maicao","EL  MERCADO",11.37695105,-72.2426614
"Cundinamarca","Soacha","EL ALTICO",4.5722072,-74.2230683
"Arauca","Arauca","EL AMPARO",7.0879878,-70.748346
"Cundinamarca","Bogotá D.C.","EL AMPARO",4.627148,-74.16772
"Cundinamarca","Bogotá D.C.","EL ARROLLO",4.6081458,-74.0760984
"Cundinamarca","Soacha","EL ARROLLO",4.5779565,-74.186919
"Cundinamarca","Soacha","EL ARROYO",4.5777135,-74.1867853
"Nariño","Nariño","EL BAJITO",1.8212653,-78.7639144
"Atlántico","Barranquilla","EL BAJO",11.0015872,-74.80791115
"Valle del Cauca","Cali","EL BATALLÓN",3.3837562,-76.5450024
"Nariño","Nariño","EL BELÉN",1.595516,-77.016446
"Cundinamarca","Bogotá D.C.","EL BOHIO",4.9071922,-74.0662384
"Cundinamarca","Bogotá D.C.","EL BOHÍO",4.9161027,-74.0283548
"Antioquia","Medellín","EL BOLO",6.2046962,-75.59383385
"La Guajira","Riohacha","EL BOLSILLO",11.54360845,-72.90776865
"Magdalena","Santa Marta","EL BOLSILLO",11.2442606,-74.2070515
"La Guajira","Maicao","EL BOMBEO",11.3774144,-72.2428032
"La Guajira","Maicao","EL BOSCAN",11.3728647,-72.2398951
"Atlántico","Barranquilla","EL BOSQUE",10.9529505,-74.8200069
"Bolivar","Cartagena","EL BOSQUE",10.3997773,-75.5225747
"Norte de Santander","Cúcuta","EL BOSQUE",7.90913525,-72.50023725
"La Guajira","Maicao","EL BOSQUE",11.3779302,-72.2422465
"Cundinamarca","Soacha","EL BOSQUE",4.5775167,-74.1969897
"Cundinamarca","Bogotá D.C.","EL BRILLANTE",4.6188193,-74.0679005
"Atlántico","Manatí","EL BRONX",10.450664,-74.95622
"La Guajira","Riohacha","EL BRONX",11.54285235,-72.91015085
"Santander","Bucaramanga","EL BUENO",7.10147765,-73.12431285
"Valle del Cauca","Cali","EL CABUYAL",3.32533625,-76.3492615
"Cundinamarca","Soacha","EL CAGUA",4.5747143,-74.208462
"Bolivar","Cartagena","EL CAMPESTRE",10.3831763,-75.496004
"Valle del Cauca","Cali","EL CANEY",3.383238,-76.5184741
"Atlántico","Barranquilla","EL CAÑO",10.9784854,-74.78164
"La Guajira","Riohacha","EL CARIBE",11.54817115,-72.91093685
"Valle del Cauca","Cali","EL CARMELO",3.450632,-76.5427448
"Nariño","Nariño","EL CARMELO",0.669866,-77.591209
"La Guajira","Maicao","EL CARMEN 2",11.37820465,-72.24743845
"Atlántico","Barranquilla","EL CARMEN",10.9649135,-74.7988017
"Cundinamarca","Bogotá D.C.","EL CARMEN",4.5814672,-74.1364747
"Santander","Bucaramanga","EL CARMEN",7.0855088,-73.0930963
"Norte de Santander","Cúcuta","EL CARMEN",7.8846684,-72.5002099
"La Guajira","Maicao","EL CARMEN",11.37820465,-72.25964445
"Atlántico","Malambo","EL CARMEN",10.9649135,-74.7988017
"Atlántico","Manatí","EL CARMEN",10.44890715,-74.94764285
"Nariño","Nariño","EL CARMEN",1.5930169,-77.189194
"Norte de Santander","Puerto Santander","EL CARMEN",8.361323,-72.409248
"Atlántico","Barranquilla","EL CARRIZAL",10.9439768,-74.8053829
"Nariño","Nariño","EL CEMENTERIO",4.5916283,-74.10063515
"Valle del Cauca","Cali","EL CENTRAL",3.4516467,-76.5319854
"Santander","Bucaramanga","EL CENTRO",7.1200135,-73.1275844
"Nariño","Nariño","EL CENTRO",4.62714765,-74.09027475
"Norte de Santander","Villa del Rosario","EL CENTRO",7.8437879,-72.4696897
"Nariño","Nariño","EL CERRITO",3.5420365,-76.31659155
"Nariño","Nariño","EL CHARCO",2.479311,-78.110211
"Nariño","Nariño","EL CHORRILLO",1.2088,-77.49346
"Nariño","Nariño","EL CIRCO",1.2177793,-77.28396155
"Cundinamarca","Bogotá D.C.","EL CLARET",4.58299955,-74.1273968
"Cundinamarca","Bogotá D.C.","EL CODITO",4.76669,-74.0167
"Bolivar","Cartagena","EL CONQUISTADOR",10.3942906,-75.5608657
"Nariño","Nariño","EL CONVENTO",1.3635837,-77.248743
"La Guajira","Riohacha","EL COOPERATIVO",11.5378232,-72.9236554
"Antioquia","Medellín","EL CORAZON",6.244272,-75.6273554
"Antioquia","Medellín","EL CORAZÓN",6.244272,-75.6273554
"Santander","Bucaramanga","EL CRISTAL",7.11902845,-73.12229405
"Santander","Bucaramanga","EL DANGOND",7.08047065,-73.12394385
"Valle del Cauca","Cali","EL DANUBIO",3.60695,-76.87889
"Norte de Santander","Cúcuta","EL DAVE",7.8966942,-72.50377725
"Norte de Santander","Cúcuta","EL DIAMANETE",7.8901683,-72.501938
"Valle del Cauca","Cali","EL DIAMANTE",3.42197945,-76.506124
"Nariño","Nariño","EL DIAMANTE",1.21665,-77.73327
"La Guajira","Riohacha","EL DIVIDIVI",11.5331233,-72.8994555
"Magdalena","Santa Marta","EL DIVINO NIÑO 2",11.23809575,-74.1855263
"Santander","Bucaramanga","EL DIVISO",7.1364733,-73.1072165
"Cundinamarca","Bogotá D.C.","EL DORADO",4.6885043,-74.1214466
"Bolivar","Cartagena","EL EDEN",10.4100019,-75.5039108
"Bolivar","Cartagena","EL EDUCADOR",10.3691302,-75.4803505
"Nariño","Nariño","EL ESFUERZO",1.2143413,-77.2773051
"Bolivar","Cartagena","EL ESPINAL",10.4249983,-75.5356764
"Cundinamarca","Bogotá D.C.","EL ESPINO",4.57992745,-74.1792386
"Norte de Santander","Cúcuta","EL ESTADIO",7.901946,-72.49272675
"Antioquia","Medellín","EL ESTADIO",6.2601283,-75.5938919
"Antioquia","Medellín","EL FARO",6.2521305,-75.57034645
"Atlántico","Barranquilla","EL FERRI",10.9439215,-74.7636975
"Atlántico","Barranquilla","EL FERRY",10.9439215,-74.7636975
"Nariño","Nariño","EL FORCOL",1.289151,-77.35794
"Cundinamarca","Bogotá D.C.","EL GALÁN",4.6186455,-74.1208169
"Magdalena","Santa Marta","EL GALAN",11.2430137,-74.1688488
"Santander","Bucaramanga","EL GALLINERAL",7.09298975,-73.1500487
"Cundinamarca","Bogotá D.C.","EL GARZON",4.6447109,-74.09672795
"Bolivar","Cartagena","EL GETSEMANÍ",10.4199938,-75.5458657
"Atlántico","Malambo","EL GLADIADOR",10.8414618,-74.7720372
"Nariño","Nariño","EL GOLGOTA",0.82408605,-77.6323105
"Cundinamarca","Bogotá D.C.","EL GUAVIO",4.5902347,-74.0700345
"Antioquia","Medellín","EL HUECO",6.248299,-75.5728202
"Nariño","Nariño","EL HUECO",1.63919,-77.25998
"La Guajira","Riohacha","EL JAGUEY",4.6473263,-74.0957874
"Valle del Cauca","Cali","EL JARDÍN",3.4256438,-76.5191968
"Nariño","Nariño","EL KENNEDY",4.6279872,-74.144002
"Nariño","Nariño","EL LAGO",1.20054115,-77.1562031
"Cundinamarca","Soacha","EL LAGO",4.569988,-74.1840165
"Valle del Cauca","Cali","EL LAGUITO",3.4321739,-76.4920947
"Bolivar","Cartagena","EL LIBANO",10.4127184,-75.50656
"Bolivar","Cartagena","EL LÍBANO",10.4127184,-75.50656
"Cundinamarca","Soacha","EL LIMONAL",4.535626,-74.1450179
"Cundinamarca","Soacha","EL LIMONAR",4.535626,-74.1450179
"Santander","Bucaramanga","EL LIMONCITO",7.0646058,-73.0814717
"Santander","Bucaramanga","EL LLANITO",7.0818869,-73.14699995
"Norte de Santander","Cúcuta","EL LLANO",7.8885929,-72.508574
"Nariño","Nariño","EL LORENZO",1.2166589,-77.26440405
"Nariño","Nariño","EL MANANTIAL",1.2161868,-77.2881082
"La Guajira","Riohacha","EL MANANTIAL",11.5313516,-72.90774865
"Nariño","Nariño","EL MANZANO",1.585475,-77.3558989
"Nariño","Nariño","EL MAYO",1.26137105,-77.28462825
"La Guajira","Maicao","EL MERCADO",11.37695105,-72.2428902
"Magdalena","Santa Marta","EL MILAGRO II",11.225837,-74.1953921
"Bolivar","Cartagena","EL MILAGRO",10.3842632,-75.49314075
"La Guajira","Riohacha","EL MINUTO DE DIOS",11.53959135,-72.91193015
"Bolivar","Cartagena","EL MIRADOR DE LA BAHÍA",10.4117716,-75.5402602
"Cundinamarca","Bogotá D.C.","EL MIRADOR",4.6740325,-74.0884693
"Bolivar","Cartagena","EL MIRADOR",10.41971205,-75.5387756
"Nariño","Nariño","EL MIRADOR",1.097,-77.30876
"Cundinamarca","Soacha","EL MIRADOR",4.583565,-74.2017906
"Nariño","Nariño","EL MORRO",1.8191667,-78.7402778
"Cundinamarca","Bogotá D.C.","EL NARANJO",4.67871845,-74.0910446
"Bolivar","Cartagena","EL NAZARENO",10.3716877,-75.4827844
"Cundinamarca","Bogotá D.C.","EL OASIS",4.6388493,-74.09326765
"Atlántico","Manatí","EL OASIS",10.4479677,-74.9595471
"Atlántico","Otros","EL OASIS",10.9263345,-74.7910692
"Magdalena","Santa Marta","EL OASIS",11.2639347,-74.1860597
"Atlántico","Soledad","EL OASIS",10.9115938,-74.7753997
"Nariño","Nariño","EL OBRERO",0.83307,-77.63909
"Santander","Bucaramanga","EL PABLON",7.1765607,-73.1424789
"Cundinamarca","Bogotá D.C.","EL PALMAR",4.60252195,-74.19850675
"Antioquia","Medellín","EL PALO",6.2473413,-75.56430175
"Magdalena","Santa Marta","EL PANDO",11.2198666,-74.198718
"Magdalena","Santa Marta","EL PANTANO",11.2386861,-74.1731019
"Arauca","Arauca","EL PARAISO",6.99391,-70.83135
"Cundinamarca","Bogotá D.C.","EL PARAISO",4.62541795,-74.08957425
"Cundinamarca","Bogotá D.C.","EL PARAÍSO",4.62541795,-74.09797375
"Santander","Bucaramanga","EL PARAÍSO",7.11880185,-73.12278405
"Valle del Cauca","Cali","EL PARAISO",3.4303753,-76.506188
"Valle del Cauca","Cali","EL PARAÍSO",3.4303753,-76.506188
"Norte de Santander","Villa del Rosario","EL PARAMO",7.82960915,-72.47484595
"Norte de Santander","Villa del Rosario","EL PÁRAMO",7.8315593,-72.4726479
"Magdalena","Santa Marta","EL PASADIZO",11.2452504,-74.2127049
"Norte de Santander","Cúcuta","EL PASITO",7.88898695,-72.49948705
"La Guajira","Riohacha","EL PASITO",11.5499975,-72.8867419
"Atlántico","Manatí","EL PASO",10.4437115,-74.962896
"La Guajira","Riohacha","EL PATRON",11.5226382,-72.8877314
"La Guajira","Riohacha","EL PATRÓN",11.5226382,-72.8877314
"Cundinamarca","Bogotá D.C.","EL PEDREGAL",4.69310795,-74.09613575
"Cundinamarca","Bogotá D.C.","EL PERDOMO",4.5878546,-74.16625475
"Magdalena","Santa Marta","EL PESCADITO",11.2515203,-74.2032581
"Magdalena","Santa Marta","EL PESCAITO",11.2515203,-74.2032581
"Antioquia","Medellín","EL PESEBRE",6.2687454,-75.6018947
"Atlántico","Manatí","EL PIÑANGO",10.4472908,-74.9595471
"Cundinamarca","Bogotá D.C.","EL PINAR",4.7127311,-74.069315
"Antioquia","Medellín","EL PINAR",6.2280603,-75.55963975
"Nariño","Nariño","EL PINDO NARIÑO",1.2251755,-77.2903649
"Nariño","Nariño","EL PLACER",1.54667,-77.4669399
"Cundinamarca","Bogotá D.C.","EL PLAN",4.65130445,-74.070293
"Cundinamarca","Bogotá D.C.","EL POA",4.7437724,-74.09537505
"Valle del Cauca","Cali","EL POBLADO 2",3.4147309,-76.4866723
"Cundinamarca","Bogotá D.C.","EL POBLADO",4.6764563,-74.086481
"Valle del Cauca","Cali","EL POBLADO",3.4147309,-76.4866723
"Antioquia","Medellín","EL POBLADO",6.2132868,-75.5762572
"Valle del Cauca","Cali","EL POPULAR",3.4695154,-76.5123312
"Antioquia","Medellín","EL POPULAR",6.3033664,-75.5465935
"Nariño","Nariño","EL POPULAR",1.25882745,-77.32546855
"Cundinamarca","Bogotá D.C.","EL PORTAL",4.64841515,-74.104255
"Nariño","Nariño","EL PORVENIR",2.335671,-78.276527
"Magdalena","Santa Marta","EL PORVENIR",11.235462,-74.192192
"Cundinamarca","Soacha","EL PORVENIR",4.5818448,-74.2083943
"Antioquia","Medellín","EL POZO",6.22608905,-75.5850461
"Bolivar","Cartagena","EL POZON",10.4153934,-75.4606903
"Bolivar","Cartagena","EL POZÓN",10.4153934,-75.4606903
"Magdalena","Santa Marta","EL PRADITO",11.2494205,-74.2025244
"Cundinamarca","Bogotá D.C.","EL PRADO",4.7161711,-74.0549523
"Santander","Bucaramanga","EL PRADO",7.1233919,-73.1119071
"Valle del Cauca","Cali","EL PRADO",3.4342297,-76.5177514
"Bolivar","Cartagena","EL PRADO",10.4106516,-75.5211189
"Antioquia","Medellín","EL PRADO",6.26821,-75.56732
"Magdalena","Santa Marta","EL PRADO",11.23335,-74.2166
"Atlántico","Soledad","EL PRADO",10.8959787,-74.7852729
"Cundinamarca","Bogotá D.C.","EL PROGRESO",4.599275,-74.09124695
"Bolivar","Cartagena","EL PROGRESO",10.392139,-75.5051041
"Norte de Santander","Cúcuta","EL PROGRESO",7.9220995,-72.5456233
"Nariño","Nariño","EL PROGRESO",1.19885055,-77.27319805
"La Guajira","Riohacha","EL PROGRESO",11.5451465,-72.9100363
"Magdalena","Santa Marta","EL PROGRESO",11.2442982,-74.2038152
"Cundinamarca","Soacha","EL PROGRESO",4.5735046,-74.185692
"Santander","Bucaramanga","EL PROVENIR",7.0848225,-73.12921235
"Atlántico","Barranquilla","EL PUEBLITO",10.96975255,-74.8112786
"Arauca","Arauca","EL PUENTE",7.0827792,-70.76186675
"Atlántico","Barranquilla","EL REBOLO",10.9671931,-74.7761311
"Arauca","Arauca","EL RECREO",5.6726487,-72.9862176
"Valle del Cauca","Cali","EL RECREO",3.43257695,-76.5100536
"Nariño","Nariño","EL RECREO",5.611015,-75.174162
"Magdalena","Santa Marta","EL RECREO",11.24031545,-74.2027585
"Cundinamarca","Bogotá D.C.","EL RECUERDO",4.63104625,-74.0866801
"Nariño","Nariño","EL RECUERDO",4.62903315,-74.0871727
"Cundinamarca","Bogotá D.C.","EL REDIL",4.682328,-74.07705745
"Arauca","Arauca","EL REFUGIO",7.0795761,-70.7403661
"Santander","Bucaramanga","EL REFUGIO",7.11088105,-73.1058507
"Nariño","Nariño","EL REFUGIO",1.2095851,-77.28106405
"Valle del Cauca","Cali","EL RENACER",3.42574835,-76.52658415
"Santander","Bucaramanga","EL REPOSO",7.0937885,-73.09295965
"Bolivar","Cartagena","EL REPOSO",10.3659467,-75.4854472
"Magdalena","Santa Marta","EL REPOSO",11.2377049,-74.1819831
"Santander","Bucaramanga","EL RETIRO",7.11966585,-73.10998745
"Valle del Cauca","Cali","EL RETIRO",3.4098977,-76.492455
"Cundinamarca","Soacha","EL RETIRO",4.5842775,-74.2060407
"Santander","Bucaramanga","EL RINCÓN DE LA PAZ",7.0964564,-73.1633382
"Cundinamarca","Bogotá D.C.","EL ROCIO",4.5934321,-74.0703221
"Santander","Bucaramanga","EL ROCIO",7.0834932,-73.121275
"Valle del Cauca","Cali","EL RODEO",3.4364815,-76.5032969
"Nariño","Nariño","EL ROSAL DEL ORIENTE",1.2000204,-77.2464259
"Valle del Cauca","Cali","EL ROSARIO",3.3794426,-76.5823337
"Nariño","Nariño","EL ROSARIO",1.742897,-77.3351324
"Norte de Santander","Cúcuta","EL SALADO",7.95,-72.5
"Antioquia","Medellín","EL SALADO",6.2546423,-75.6288101
"Nariño","Nariño","EL SALADO",0.8517,-77.79196
"Valle del Cauca","Cali","EL SAMÁN",3.46813385,-76.51052625
"Valle del Cauca","Cali","EL SEMBRADOR",3.4329725,-76.51956815
"Atlántico","Manatí","EL SENA",10.663508,-74.9125994
"Cundinamarca","Bogotá D.C.","EL SOCORRO",4.6095677,-74.12372995
"Antioquia","Medellín","EL SOCORRO",6.2614015,-75.6164442
"Cundinamarca","Bogotá D.C.","EL SOL",4.622794,-74.0909602
"Cundinamarca","Soacha","EL SOL",4.5792312,-74.216832
"Norte de Santander","Villa del Rosario","EL TAMARINDO",7.82686645,-72.4628677
"Cundinamarca","Bogotá D.C.","EL TESORO",4.53894415,-74.14734935
"Norte de Santander","Cúcuta","EL TESORO",7.90059365,-72.50267815
"Cundinamarca","Bogotá D.C.","EL TINTAL",4.6499234,-74.1576274
"Norte de Santander","Villa del Rosario","EL TRAPICHE",7.86973,-72.46247
"Valle del Cauca","Cali","EL TREBOL",3.4425258,-76.4960691
"Norte de Santander","Cúcuta","EL TRIGAL",7.94549685,-72.50588095
"Nariño","Nariño","EL TRIGAL",4.6111567,-74.1457126
"Arauca","Arauca","EL TRIUNFO",6.32497,-70.86002
"Cundinamarca","Soacha","EL TRIUNFO",4.5833783,-74.21266655
"La Guajira","Riohacha","EL TRUPILLO",11.5045362,-72.9098018
"Cundinamarca","Bogotá D.C.","EL TUNAL",4.5732902,-74.13066375
"Valle del Cauca","Cali","EL VALLADO",3.4069183,-76.4989603
"Valle del Cauca","Cali","EL VERGEL",3.41585,-76.5126504
"Antioquia","Medellín","EL VERGEL",6.236886,-75.5473213
"Nariño","Nariño","EL VOLATERO",1.2315202,-77.2935323
"Cundinamarca","Bogotá D.C.","EL YUCAL",4.6014581,-74.0661334
"Magdalena","Santa Marta","EL YUCAL",11.2198403,-74.1585933
"Bolivar","Cartagena","EL ZAPATERO",10.3889043,-75.5240305
"Norte de Santander","Cúcuta","EL ZULIA",7.937289,-72.604826
"Cundinamarca","Bogotá D.C.","ELAMPARO",4.62691315,-74.1541909
"Nariño","Nariño","ELIECER GAITAN",1.3367868,-77.3607473
"Cundinamarca","Bogotá D.C.","ELISA",4.73114365,-74.0866784
"Cundinamarca","Bogotá D.C.","ELIZA",4.6433366,-74.1208623
"Cundinamarca","Bogotá D.C.","ELJAZMIN",4.6104874,-74.11599105
"Magdalena","Santa Marta","ELPANDO",11.2203144,-74.1983171
"Arauca","Arauca","ELREFUGIO",7.0795761,-70.7403661
"Bolivar","Cartagena","ELRODEO",10.37234655,-75.46024425
"Valle del Cauca","Cali","EMILIA",3.4929517,-76.4603946
"Nariño","Nariño","EMILIO BOTERO",1.196836,-77.2697338
"Atlántico","Manatí","EMISORA",10.4448121,-74.959371
"Nariño","Nariño","EN LOS PINOS",1.2383945,-77.26777265
"Antioquia","Medellín","ENCISO",6.248624,-75.5516879
"Arauca","Arauca","ENERO",7.0767057,-70.7740656
"Cundinamarca","Bogotá D.C.","ENGATIVA PUEBLO",4.69727035,-74.13784195
"Cundinamarca","Bogotá D.C.","ENGATIVA",4.70957785,-74.13490375
"Cundinamarca","Bogotá D.C.","ENGATIVÁ",4.7090514,-74.1300988
"Santander","Bucaramanga","ENTRADAS DEL SUR",7.11099895,-73.1160457
"La Guajira","Riohacha","ENTRE RIOS",11.54665565,-72.9076504
"La Guajira","Riohacha","ENTRERIOS",11.5336604,-72.9029012
"Magdalena","Santa Marta","EQUIDAD",11.2069316,-74.1645531
"La Guajira","Maicao","ERIKA BEATRIZ",11.3787854,-72.2196351
"Magdalena","Santa Marta","EROMAR",11.1250125,-74.2238999
"Bolivar","Cartagena","ESCALLON VILLA",10.3999423,-75.496368
"Bolivar","Cartagena","ESCALLÓN VILLA",10.3999423,-75.496368
"Cundinamarca","Bogotá D.C.","ESCOCIA",4.62243925,-74.18522225
"Cundinamarca","Bogotá D.C.","ESMERALDA",4.6441661,-74.09004245
"Santander","Bucaramanga","ESMERALDA",7.11746445,-73.12551275
"La Guajira","Maicao","ESMERALDA",4.6473263,-74.0558189
"Santander","Bucaramanga","ESPAÑA",7.1183545,-73.11872705
"Bolivar","Cartagena","ESPAÑA",10.4064395,-75.5112918
"Santander","Bucaramanga","ESPERANZA I",7.12484225,-73.12497935
"Antioquia","Medellín","ESPERANZA II",6.2845351,-75.57830505
"Santander","Bucaramanga","ESPERANZA III",7.12820415,-73.12497935
"Cundinamarca","Bogotá D.C.","ESPERANZA",4.6561232,-74.1126964
"Santander","Bucaramanga","ESPERANZA",7.1194886,-73.12536325
"Valle del Cauca","Cali","ESPERANZA",3.4209034,-76.5208228
"Bolivar","Cartagena","ESPERANZA",10.4133202,-75.5196631
"Antioquia","Medellín","ESPERANZA",6.2948668,-75.5429546
"Nariño","Nariño","ESPERANZA",1.0175,-77.16559
"La Guajira","Riohacha","ESPERANZA",11.52825525,-72.90908885
"Magdalena","Santa Marta","ESPERANZA",11.2387517,-74.2083943
"Cundinamarca","Soacha","ESPERANZA",4.58106985,-74.2128275
"Atlántico","Soledad","ESPERANZA",10.9056641,-74.7666232
"Norte de Santander","Villa del Rosario","ESPERANZA",7.8801365,-72.48975445
"Bolivar","Cartagena","ESPINAL",10.4249983,-75.5356764
"Cundinamarca","Bogotá D.C.","ESPINO",4.58378,-74.178117
"Antioquia","Medellín","ESPINO",4.67226025,-74.06589195
"Nariño","Nariño","ESPOPOR",4.61686945,-74.0807949
"Cundinamarca","Bogotá D.C.","ESTACHUELA",6.242341,-74.0903343
"Antioquia","Medellín","ESTACIÓN PRADO",6.2575984,-75.5656855
"Cundinamarca","Bogotá D.C.","ESTACION",4.6474408,-74.09665395
"Antioquia","Medellín","ESTADIO",6.2601283,-75.5938919
"Atlántico","Soledad","ESTADIO",10.9144619,-74.8016201
"Cundinamarca","Bogotá D.C.","ESTANCIA",4.5954292,-74.1753734
"Nariño","Nariño","ESTANCIA",1.51534,-77.2324299
"Cundinamarca","Bogotá D.C.","ESTANZUELA",4.60207155,-74.08624795
"Valle del Cauca","Cali","ESTONIA",3.5398506,-76.30194815
"Santander","Bucaramanga","ESTORAQUE",7.0902017,-73.1445492
"Santander","Bucaramanga","ESTORAQUES",7.0902017,-73.1445492
"Cundinamarca","Bogotá D.C.","ESTRADA",4.675882,-74.09584905
"Cundinamarca","Bogotá D.C.","ESTRELLA DEL SUR",4.57804875,-74.14345
"Santander","Bucaramanga","ESTRELLA LA CHOCOA",6.94997,-73.16665
"Arauca","Arauca","ESTRELLA",7.0675033,-70.77555485
"Nariño","Nariño","ESTRELLA",1.08048,-77.43203
"Magdalena","Santa Marta","EUGENIA",11.2243734,-74.209128
"Nariño","Nariño","EXPORCOL",1.8184861,-78.7331172
"Nariño","Nariño","EZEQUIEL MORENO",1.2182668,-77.2780466
"Cundinamarca","Bogotá D.C.","FAENA",4.716381,-74.137716
"Nariño","Nariño","FAMILIAS EN ACCIÓN",1.280267,-77.2953136
"Valle del Cauca","Cali","FARIYON",3.4613707,-76.529613
"Magdalena","Santa Marta","FAROLES",11.2244363,-74.1944678
"Cundinamarca","Bogotá D.C.","FATIMA",4.58723335,-74.13831315
"Cundinamarca","Bogotá D.C.","FÁTIMA",4.58695725,-74.138485
"Santander","Bucaramanga","FATIMA",7.0958355,-73.1011227
"Norte de Santander","Cúcuta","FÁTIMA",7.8859387,-72.510407
"Nariño","Nariño","FATIMA",1.2017028,-77.2728417
"Nariño","Nariño","FÁTIMA",1.2017028,-77.2728417
"La Guajira","Riohacha","FATIMA",11.5550288,-72.8950968
"Norte de Santander","Santiago","FÁTIMA",7.8706599,-72.51414765
"Norte de Santander","Villa del Rosario","FATIMA",7.8349139,-72.4706855
"Norte de Santander","Villa del Rosario","FÁTIMA",7.8349683,-72.470956
"Cundinamarca","Bogotá D.C.","FAVORITA",4.6176829,-74.0787974
"Cundinamarca","Bogotá D.C.","FAVORITAS",4.61007205,-74.08872075
"Nariño","Nariño","FEDEGRAL",4.6499785,-74.082342
"Atlántico","Manatí","FELICIDAD",10.4559991,-74.9546286
"Nariño","Nariño","FELIPE",1.21314875,-77.28543825
"Santander","Bucaramanga","FERIA",7.12049875,-73.12570185
"Atlántico","Soledad","FERIA",10.9441443,-74.768086
"Santander","Bucaramanga","FERIAS",7.11955365,-73.12476645
"Atlántico","Soledad","FERIAS",10.9441443,-74.768086
"Santander","Bucaramanga","FERNANDO",7.11671275,-73.1136952
"Atlántico","Barranquilla","FERRI",10.94692915,-74.76775485
"Atlántico","Soledad","FERRI",10.9439215,-74.7636975
"Atlántico","Soledad","FERROCARRIL",10.9231411,-74.7732056
"Atlántico","Barranquilla","FERRY",10.9439215,-74.7636975
"Nariño","Nariño","FIGUEROA",1.2278654,-77.2927969
"La Guajira","Maicao","FLOR CAÑAGUATA",11.3802691,-72.2405815
"La Guajira","Maicao","FLOR DE CAÑAGUATE",11.3815371,-72.2377038
"La Guajira","Maicao","FLOR DE CAÑAHUATE",11.3792943,-72.2418631
"Arauca","Arauca","FLOR DE MI LLANO",7.0683378,-70.747698
"Bolivar","Cartagena","FLOR DEL CAMPO",10.4183735,-75.4466331
"Cundinamarca","Bogotá D.C.","FLORALBA",4.5930802,-74.0863055
"Valle del Cauca","Cali","FLORALIA",3.4959954,-76.492455
"Valle del Cauca","Cali","FLORARIA",3.4959954,-76.492455
"Antioquia","Medellín","FLORENCIA",6.3123179,-75.5662424
"Cundinamarca","Bogotá D.C.","FLORES",4.6789269,-74.072083
"Nariño","Nariño","FLORES",4.5853209,-74.09868355
"Cundinamarca","Bogotá D.C.","FLORESTA",4.6884712,-74.0748072
"Valle del Cauca","Cali","FLORESTA",3.4446097,-76.5126925
"Atlántico","Manatí","FLORESTA",10.44115325,-74.95933325
"Antioquia","Medellín","FLORESTA",6.2551252,-75.5997121
"Nariño","Nariño","FLORESTA",1.01115,-77.6345
"Norte de Santander","Villa del Rosario","FLORESTA",7.85531605,-72.4971649
"Cundinamarca","Soacha","FLORIDA ALTA",4.58551695,-74.1941689
"Cundinamarca","Bogotá D.C.","FLORIDA BAJA",4.5707205,-74.2174696
"Cundinamarca","Soacha","FLORIDA BAJA",4.57025175,-74.2174532
"Santander","Bucaramanga","FLORIDA BLANCA",7.0720568,-73.1068227
"Cundinamarca","Soacha","FLORIDA BLANCA",4.570868,-74.297333
"Arauca","Arauca","FLORIDA",6.938895,-70.849805
"Cundinamarca","Bogotá D.C.","FLORIDA",4.66571885,-74.12656235
"Santander","Bucaramanga","FLORIDA",7.0911257,-73.10796935
"Nariño","Nariño","FLORIDA",1.298637,-77.404419
"Atlántico","Otros","FLORIDA",10.82071095,-74.82704435
"Cundinamarca","Soacha","FLORIDA",4.5721084,-74.2186663
